Webpage_id,Tag
4246,clinicalTrials
4247,clinicalTrials
4248,clinicalTrials
4249,clinicalTrials
4250,clinicalTrials
4251,clinicalTrials
4252,clinicalTrials
4253,clinicalTrials
4254,clinicalTrials
4255,clinicalTrials
4256,clinicalTrials
4257,clinicalTrials
4258,clinicalTrials
4259,clinicalTrials
4260,clinicalTrials
4261,clinicalTrials
4262,clinicalTrials
4263,clinicalTrials
4264,clinicalTrials
4265,clinicalTrials
4266,clinicalTrials
4267,clinicalTrials
4268,clinicalTrials
4269,clinicalTrials
4270,clinicalTrials
4271,clinicalTrials
4272,clinicalTrials
4273,clinicalTrials
4274,clinicalTrials
4275,clinicalTrials
4276,clinicalTrials
4277,clinicalTrials
4278,clinicalTrials
4279,clinicalTrials
4280,clinicalTrials
4281,clinicalTrials
4282,clinicalTrials
4283,clinicalTrials
4284,clinicalTrials
4285,clinicalTrials
4286,clinicalTrials
4287,clinicalTrials
4288,clinicalTrials
4289,clinicalTrials
4290,clinicalTrials
4291,clinicalTrials
4292,clinicalTrials
4293,clinicalTrials
4294,clinicalTrials
4295,clinicalTrials
4296,clinicalTrials
4297,clinicalTrials
4298,clinicalTrials
4299,clinicalTrials
4300,clinicalTrials
4301,clinicalTrials
4302,clinicalTrials
4303,clinicalTrials
4304,clinicalTrials
4305,clinicalTrials
4306,clinicalTrials
4307,clinicalTrials
4308,clinicalTrials
4309,clinicalTrials
4310,clinicalTrials
4311,clinicalTrials
4312,clinicalTrials
4313,clinicalTrials
4314,clinicalTrials
4315,clinicalTrials
4316,clinicalTrials
4317,clinicalTrials
4318,clinicalTrials
4319,clinicalTrials
4320,clinicalTrials
4321,clinicalTrials
4322,clinicalTrials
4323,clinicalTrials
4324,clinicalTrials
4325,clinicalTrials
4326,clinicalTrials
4327,clinicalTrials
4328,clinicalTrials
4329,clinicalTrials
4330,clinicalTrials
4331,clinicalTrials
4332,clinicalTrials
4333,clinicalTrials
4334,clinicalTrials
4335,clinicalTrials
4336,clinicalTrials
4337,clinicalTrials
4338,clinicalTrials
4339,clinicalTrials
4340,clinicalTrials
4341,clinicalTrials
4342,clinicalTrials
4343,clinicalTrials
4344,clinicalTrials
4345,clinicalTrials
4346,clinicalTrials
4347,clinicalTrials
4348,clinicalTrials
4349,clinicalTrials
4350,clinicalTrials
4351,clinicalTrials
4352,clinicalTrials
4353,clinicalTrials
4354,clinicalTrials
4355,clinicalTrials
4356,clinicalTrials
4357,clinicalTrials
4358,clinicalTrials
4359,clinicalTrials
4360,clinicalTrials
4361,clinicalTrials
4362,clinicalTrials
4363,clinicalTrials
4364,clinicalTrials
4365,clinicalTrials
4366,clinicalTrials
4367,clinicalTrials
4368,clinicalTrials
4369,clinicalTrials
4370,clinicalTrials
4371,clinicalTrials
4372,clinicalTrials
4373,clinicalTrials
4374,clinicalTrials
4375,clinicalTrials
4376,clinicalTrials
4377,clinicalTrials
4378,clinicalTrials
4379,clinicalTrials
4380,clinicalTrials
4381,clinicalTrials
4382,clinicalTrials
4383,clinicalTrials
4384,clinicalTrials
4385,clinicalTrials
4386,clinicalTrials
4387,clinicalTrials
4388,clinicalTrials
4389,clinicalTrials
4390,clinicalTrials
4391,clinicalTrials
4392,clinicalTrials
4393,clinicalTrials
4394,clinicalTrials
4395,clinicalTrials
4396,clinicalTrials
4397,clinicalTrials
4398,clinicalTrials
4399,clinicalTrials
4403,others
4406,news
4409,news
4417,others
4419,others
4421,news
4426,news
4429,news
4432,others
4433,others
4434,others
4435,others
4436,others
4437,others
4438,others
4439,others
4440,others
4441,others
4442,others
4443,others
4444,others
4445,others
4446,others
4447,others
4448,others
4449,others
4450,others
4451,others
4452,others
4453,others
4454,others
4455,others
4456,others
4457,others
4458,others
4459,others
4460,others
4461,others
4462,others
4463,others
4464,others
4465,others
4466,others
4467,others
4468,others
4469,others
4470,others
4471,others
4472,others
4473,others
4474,others
4475,others
4476,others
4477,others
4478,others
4479,others
4480,others
4481,others
4482,others
4483,others
4484,others
4485,others
4486,others
4487,others
4488,others
4489,others
4490,others
4491,others
4492,others
4493,others
4494,others
4495,others
4496,others
4497,others
4498,others
4499,others
4500,others
4501,others
4502,others
4503,others
4504,others
4505,others
4506,others
4507,others
4508,others
4509,others
4510,others
4511,others
4512,others
4513,others
4514,others
4515,others
4516,others
4517,others
4518,others
4519,others
4520,others
4521,others
4522,others
4523,others
4524,others
4525,others
4526,others
4527,others
4528,others
4529,others
4530,others
4531,others
4532,others
4533,others
4534,others
4535,others
4536,others
4537,others
4538,others
4539,others
4540,others
4541,others
4542,others
4543,others
4544,others
4545,others
4546,others
4547,others
4548,others
4549,others
4550,others
4551,others
4552,others
4553,others
4554,others
4555,others
4556,others
4557,others
4558,others
4559,others
4560,others
4561,others
4562,others
4563,others
4564,others
4565,others
4566,others
4567,others
4568,others
4569,others
4570,others
4571,others
4572,others
4573,others
4574,others
4575,others
4576,news
4578,news
4589,others
4595,news
4596,profile
4597,news
4600,news
4603,others
4605,news
4609,news
4611,news
4612,news
4614,news
5072,news
5098,profile
5240,profile
5241,profile
5242,profile
5243,profile
5244,profile
5245,profile
5246,profile
5247,profile
5248,profile
5249,profile
5250,profile
5251,profile
5252,profile
5253,profile
5254,profile
5255,profile
5256,profile
5257,profile
5258,profile
5259,profile
5260,profile
5261,profile
5262,profile
5263,profile
5264,profile
5265,profile
5266,profile
5267,profile
5268,profile
5269,profile
5270,profile
5271,profile
5272,profile
5273,profile
5274,profile
5275,profile
5276,profile
5277,profile
5278,profile
5279,profile
5280,profile
5281,profile
5282,profile
5283,profile
5284,profile
5285,profile
5286,profile
5287,profile
5288,profile
5289,profile
5290,profile
5291,profile
5292,profile
5293,profile
5294,profile
5295,profile
5296,profile
5297,profile
5298,profile
5299,profile
5300,profile
5301,profile
5302,profile
5303,profile
5304,profile
5305,profile
5306,profile
5307,profile
5308,profile
5309,profile
5310,profile
5311,profile
5312,profile
5313,profile
5314,profile
5315,profile
5316,profile
5317,profile
5318,profile
5319,profile
5320,profile
5321,profile
5322,profile
5323,profile
5324,profile
5325,profile
5326,profile
5327,profile
5328,profile
5329,profile
5330,profile
5331,profile
5332,profile
5333,profile
5334,profile
5335,profile
5336,profile
5337,profile
5338,profile
5339,profile
5340,profile
5341,profile
5342,profile
5343,profile
5344,profile
5345,profile
5346,profile
5347,profile
5348,profile
5349,profile
5350,profile
5351,profile
5352,profile
5353,profile
5354,profile
5355,profile
5356,profile
5357,profile
5358,profile
5359,profile
5360,profile
5361,profile
5362,profile
5363,profile
5364,profile
5365,profile
5366,profile
5367,profile
5368,profile
5369,profile
5370,profile
5371,profile
5372,profile
5373,profile
5374,profile
5375,profile
5376,profile
5377,profile
5378,profile
5379,profile
5380,profile
5381,profile
5382,profile
5383,profile
5384,profile
5385,profile
5386,profile
5387,profile
5388,profile
5389,profile
5390,profile
5391,profile
5392,profile
5393,profile
5394,profile
5395,profile
5397,profile
5399,profile
5400,profile
5401,profile
5402,profile
5403,profile
5404,profile
5405,profile
5406,profile
5407,profile
5408,profile
5409,profile
5410,profile
5411,profile
5412,profile
5413,profile
5414,profile
5415,profile
5416,profile
5417,profile
5418,profile
5419,profile
5420,profile
5421,profile
5422,profile
5425,profile
5426,profile
5429,profile
5431,profile
5460,profile
5461,profile
5463,profile
5493,profile
5494,profile
5495,profile
5497,profile
5498,profile
5499,profile
5504,profile
5505,profile
5506,profile
5507,profile
5508,profile
5509,profile
5510,profile
5511,others
5512,profile
5513,profile
5514,profile
5515,profile
5516,profile
5517,profile
5518,profile
5519,profile
5520,profile
5521,profile
5522,profile
5523,profile
5524,profile
5525,profile
5526,profile
5527,profile
5528,profile
5529,profile
5530,profile
5531,profile
5532,profile
5533,profile
5534,profile
5535,profile
5536,profile
5537,profile
5538,profile
5539,profile
5540,profile
5541,profile
5542,profile
5543,profile
5544,profile
5545,profile
5546,profile
5547,profile
5548,profile
5550,others
5551,profile
5552,profile
5553,profile
5554,others
5555,profile
5556,profile
5557,profile
5558,profile
5559,profile
5560,profile
5561,profile
5562,profile
5563,publication
5564,others
5565,publication
5566,publication
5567,news
5568,publication
5569,news
5570,news
5571,news
5572,news
5573,news
5574,news
5575,profile
5576,profile
5577,publication
5578,publication
5579,news
5584,news
5590,news
5591,news
5592,others
5593,others
5594,profile
5595,others
5596,profile
5597,others
5598,others
5599,news
5600,news
5601,news
5602,publication
5603,news
5604,news
5605,publication
5606,publication
5607,news
5608,news
5609,publication
5610,news
5611,publication
5612,news
5613,publication
5614,news
5615,news
5616,news
5617,news
5618,news
5619,publication
5620,publication
5621,others
5622,others
5623,news
5624,publication
5625,news
5626,news
5627,news
5628,news
5629,profile
5630,publication
5631,news
5632,news
5633,profile
5634,profile
5635,news
5636,news
5637,news
5638,news
5639,news
5640,news
5641,news
5642,news
5643,news
5644,news
5645,publication
5650,others
5652,news
6002,conferences
6003,forum
6004,forum
6005,forum
6006,forum
6007,forum
6008,conferences
6009,forum
6010,forum
6011,forum
6012,forum
6013,forum
6014,forum
6015,conferences
6016,forum
6017,forum
6018,forum
6019,news
6020,forum
6021,forum
6022,forum
6023,forum
6024,forum
6025,forum
6026,forum
6027,forum
6028,forum
6029,forum
6030,forum
6031,forum
6032,forum
6033,forum
6034,forum
6035,forum
6036,forum
6037,news
6038,forum
6039,forum
6040,news
6041,forum
6042,forum
6043,forum
6044,forum
6045,forum
6046,forum
6047,forum
6048,conferences
6049,news
6050,forum
6051,forum
6052,forum
6053,forum
6054,forum
6055,news
6056,forum
6057,forum
6058,forum
6059,forum
6060,others
6061,forum
6062,forum
6063,forum
6064,forum
6065,forum
6066,forum
6067,forum
6068,forum
6069,forum
6070,forum
6071,forum
6072,forum
6073,forum
6074,forum
6075,news
6076,forum
6077,forum
6078,forum
6079,forum
6080,forum
6081,forum
6082,forum
6083,forum
6084,forum
6085,forum
6086,forum
6087,forum
6088,forum
6089,forum
6090,forum
6091,forum
6092,forum
6093,forum
6094,forum
6095,forum
6096,forum
6097,forum
6098,forum
6099,forum
6100,news
6101,forum
6102,forum
6103,forum
6104,forum
6105,forum
6106,forum
6107,forum
6108,forum
6109,forum
6110,forum
6111,forum
6112,forum
6113,news
6114,forum
6115,forum
6116,news
6117,forum
6118,forum
6119,forum
6120,forum
6121,forum
6122,news
6123,forum
6124,forum
6125,forum
6126,forum
6127,forum
6128,forum
6129,forum
6130,forum
6131,forum
6132,forum
6133,forum
6134,forum
